countryName,reportingYear,pollutant,emissions
Portugal,2016,Copper and compounds (as Cu),2054.9
Portugal,2016,Cyanides (as total CN),657.6
Portugal,2016,Di-(2-ethyl hexyl) phthalate (DEHP),1153.16
Portugal,2016,Diuron,11.59
Portugal,2016,Fluorides (as total F),11170
Portugal,2016,Halogenated organic compounds (as AOX),284200
Portugal,2016,Isoproturon,3.76
Portugal,2016,Lead and compounds (as Pb),659.9
Portugal,2016,Mercury and compounds (as Hg),60.54
Portugal,2016,Naphthalene,67.9
Portugal,2016,Nickel and compounds (as Ni),3118.5
Portugal,2016,Nonylphenol and Nonylphenol ethoxylates,299.85
Portugal,2016,Octylphenols and Octylphenol ethoxylates,16.37
Portugal,2016,PCDD + PCDF (dioxins + furans) (as Teq),0.000202
Portugal,2016,Pentachlorobenzene,14.5
Portugal,2016,Phenols (as total C),5338.9
Portugal,2016,Tetrachloroethylene,17.4
Portugal,2016,Total nitrogen,13336900
Portugal,2016,Total organic carbon(as total C or COD/3) (TOC),25040900
Portugal,2016,Total phosphorus,1399820
Portugal,2016,Trichloroethylene (TRI),32.2
Portugal,2016,Trichloromethane,380.7
Portugal,2016,Zinc and compounds (as Zn),27849
Portugal,2017,Arsenic and compounds (as As),732.25
Portugal,2017,Cadmium and compounds (as Cd),96.35
Portugal,2017,Chlorides (as total Cl),208130000
Portugal,2017,Chromium and compounds (as Cr),6125
Portugal,2017,Copper and compounds (as Cu),3523.8
Portugal,2017,Cyanides (as total CN),1359.1
Portugal,2017,Di-(2-ethyl hexyl) phthalate (DEHP),1067.73
Portugal,2017,Dichloromethane (DCM),14.1
Portugal,2017,Diuron,1.14
Portugal,2017,Fluorides (as total F),64300
Portugal,2017,Halogenated organic compounds (as AOX),311720
Portugal,2017,Isoproturon,3.5
Portugal,2017,Lead and compounds (as Pb),4754.4
Portugal,2017,Mercury and compounds (as Hg),16.82
Portugal,2017,Nickel and compounds (as Ni),12602.7
Portugal,2017,Nonylphenol and Nonylphenol ethoxylates,137.93
Portugal,2017,Octylphenols and Octylphenol ethoxylates,9.79
Portugal,2017,PCDD + PCDF (dioxins + furans) (as Teq),0.00026
Portugal,2017,Pentachlorophenol (PCP),1.03
Portugal,2017,Phenols (as total C),3009.4
Portugal,2017,Total nitrogen,13179900
Portugal,2017,Total organic carbon(as total C or COD/3) (TOC),18929100
Portugal,2017,Total phosphorus,1151550
Portugal,2017,Trichloromethane,353.9
Portugal,2017,Zinc and compounds (as Zn),19066
Portugal,2018,Arsenic and compounds (as As),646.28
Portugal,2018,Cadmium and compounds (as Cd),92.43
Portugal,2018,Chlorides (as total Cl),157060000
Portugal,2018,Chromium and compounds (as Cr),6812.5
Portugal,2018,Copper and compounds (as Cu),2867
Portugal,2018,Cyanides (as total CN),1156.6
Portugal,2018,Di-(2-ethyl hexyl) phthalate (DEHP),1140.87
Portugal,2018,Dichloromethane (DCM),14.8
Portugal,2018,Diuron,11.61
Portugal,2018,Fluorides (as total F),128840
Portugal,2018,Halogenated organic compounds (as AOX),220600
Portugal,2018,Isoproturon,4.55
Portugal,2018,Lead and compounds (as Pb),4610.7
Portugal,2018,Mercury and compounds (as Hg),16.31
Portugal,2018,Naphthalene,600
Portugal,2018,Nickel and compounds (as Ni),9503.3
Portugal,2018,Nonylphenol and Nonylphenol ethoxylates,90.08
Portugal,2018,Octylphenols and Octylphenol ethoxylates,11.74
Portugal,2018,Phenols (as total C),1792.8
Portugal,2018,Tetrachloromethane (TCM),1.17
Portugal,2018,Total nitrogen,13262500
Portugal,2018,Total organic carbon(as total C or COD/3) (TOC),19853900
Portugal,2018,Total phosphorus,1159620
Portugal,2018,Trichloromethane,2744.7
Portugal,2018,Zinc and compounds (as Zn),23950
Portugal,2019,Arsenic and compounds (as As),919.48
Portugal,2019,Cadmium and compounds (as Cd),82.99
Portugal,2019,Chlorides (as total Cl),139500000
Portugal,2019,Chromium and compounds (as Cr),4104.7
Portugal,2019,Copper and compounds (as Cu),3122.9
Portugal,2019,Cyanides (as total CN),1468.2
Portugal,2019,Di-(2-ethyl hexyl) phthalate (DEHP),792.07
Portugal,2019,Dichloromethane (DCM),61
Portugal,2019,Diuron,6.33
Portugal,2019,Fluorides (as total F),262880
Portugal,2019,Halogenated organic compounds (as AOX),238840
Portugal,2019,Isoproturon,3.01
Portugal,2019,Lead and compounds (as Pb),1051.5
Portugal,2019,Mercury and compounds (as Hg),59.91
Portugal,2019,Nickel and compounds (as Ni),3981.2
Portugal,2019,Nonylphenol and Nonylphenol ethoxylates,61.79
Portugal,2019,Octylphenols and Octylphenol ethoxylates,13.44
Portugal,2019,Phenols (as total C),3692
Portugal,2019,Tetrachloromethane (TCM),2.64
Portugal,2019,Total nitrogen,14648700
Portugal,2019,Total organic carbon(as total C or COD/3) (TOC),19978400
Portugal,2019,Total phosphorus,1304560
Portugal,2019,Trichloromethane,259.1
Portugal,2019,Zinc and compounds (as Zn),23210
Portugal,2020,Arsenic and compounds (as As),1074.24
Portugal,2020,Cadmium and compounds (as Cd),124.97
Portugal,2020,Chlorides (as total Cl),161700000
Portugal,2020,Chromium and compounds (as Cr),3111.3
Portugal,2020,Copper and compounds (as Cu),2070.3
Portugal,2020,Cyanides (as total CN),2914.1
Portugal,2020,Di-(2-ethyl hexyl) phthalate (DEHP),352.72
Portugal,2020,Dichloromethane (DCM),56.2
Portugal,2020,Diuron,11.97
Portugal,2020,Fluorides (as total F),62290
Portugal,2020,Halogenated organic compounds (as AOX),235200
Portugal,2020,Isoproturon,2.33
Portugal,2020,Lead and compounds (as Pb),2302.8
Portugal,2020,Mercury and compounds (as Hg),55.18
Portugal,2020,Nickel and compounds (as Ni),4182.5
Portugal,2020,Nonylphenol and Nonylphenol ethoxylates,139.58
Portugal,2020,Octylphenols and Octylphenol ethoxylates,25.07
Portugal,2020,Phenols (as total C),5170.3
Portugal,2020,Tetrachloromethane (TCM),1.15
Portugal,2020,Total nitrogen,11945400
Portugal,2020,Total organic carbon(as total C or COD/3) (TOC),16810000
Portugal,2020,Total phosphorus,1130930
Portugal,2020,Trichloromethane,53.3
Portugal,2020,Zinc and compounds (as Zn),21739
Portugal,2021,Arsenic and compounds (as As),767.01
Portugal,2021,Cadmium and compounds (as Cd),131.81
Portugal,2021,Chlorides (as total Cl),168740000
Portugal,2021,Chromium and compounds (as Cr),2442.8
Portugal,2021,Copper and compounds (as Cu),5489.5
Portugal,2021,Cyanides (as total CN),502.4
Portugal,2021,Di-(2-ethyl hexyl) phthalate (DEHP),557.51
Portugal,2021,Dichloromethane (DCM),25.5
Portugal,2021,Diuron,10.79
Portugal,2021,Fluorides (as total F),101690
Portugal,2021,Halogenated organic compounds (as AOX),261640
Portugal,2021,Isoproturon,4.03
Portugal,2021,Lead and compounds (as Pb),1379.2
Portugal,2021,Mercury and compounds (as Hg),69.37
Portugal,2021,Naphthalene,78.2
Portugal,2021,Nickel and compounds (as Ni),5158.1
Portugal,2021,Nonylphenol and Nonylphenol ethoxylates,94.01
Portugal,2021,Octylphenols and Octylphenol ethoxylates,5.39
Portugal,2021,Phenols (as total C),3267.4
Portugal,2021,Tetrachloromethane (TCM),1.22
Portugal,2021,Total nitrogen,12507300
Portugal,2021,Total organic carbon(as total C or COD/3) (TOC),18347300
Portugal,2021,Total phosphorus,1157170
Portugal,2021,Trichloromethane,69.5
Portugal,2021,Zinc and compounds (as Zn),26814
Romania,2007,"1,2-dichloroethane (DCE-1,2)",40
Romania,2007,Arsenic and compounds (as As),10
Romania,2007,Cadmium and compounds (as Cd),1228.22
Romania,2007,Chlorides (as total Cl),429910000
Romania,2007,"Chloro-alkanes, C10-C13",4.16
Romania,2007,Chromium and compounds (as Cr),9690.2
Romania,2007,Copper and compounds (as Cu),25812
Romania,2007,Cyanides (as total CN),7017
Romania,2007,Di-(2-ethyl hexyl) phthalate (DEHP),11.9
Romania,2007,Dichloromethane (DCM),43.3
Romania,2007,Fluorides (as total F),5000
Romania,2007,Lead and compounds (as Pb),9649.7
Romania,2007,Lindane,13
Romania,2007,Mercury and compounds (as Hg),227.77
Romania,2007,Nickel and compounds (as Ni),17520.7
Romania,2007,Phenols (as total C),19616
Romania,2007,Polycyclic aromatic hydrocarbons (PAHs),796
Romania,2007,Tetrachloroethylene,118.9
Romania,2007,Tetrachloromethane (TCM),38.64
Romania,2007,Total nitrogen,8749300
Romania,2007,Total organic carbon(as total C or COD/3) (TOC),18985700
Romania,2007,Total phosphorus,1075120
Romania,2007,Trichloroethylene (TRI),161
Romania,2007,Trichloromethane,1525.5
Romania,2007,Zinc and compounds (as Zn),55719
Romania,2008,"1,2-dichloroethane (DCE-1,2)",255
Romania,2008,"1,2,3,4,5,6-hexachlorocyclohexane (HCH)",9
Romania,2008,Arsenic and compounds (as As),81
Romania,2008,Cadmium and compounds (as Cd),2091.79
Romania,2008,Chlorides (as total Cl),297700000
Romania,2008,"Chloro-alkanes, C10-C13",4.04
Romania,2008,Chromium and compounds (as Cr),11768.3
Romania,2008,Copper and compounds (as Cu),30594.5
Romania,2008,Cyanides (as total CN),10455
Romania,2008,Fluorides (as total F),4400
Romania,2008,Lead and compounds (as Pb),4701.1
Romania,2008,Mercury and compounds (as Hg),400.57
Romania,2008,Nickel and compounds (as Ni),15264.4
Romania,2008,Phenols (as total C),14289.9
Romania,2008,Polycyclic aromatic hydrocarbons (PAHs),18.1
Romania,2008,Tetrachloroethylene,62.8
Romania,2008,Tetrachloromethane (TCM),10.4
Romania,2008,Total nitrogen,10345900
Romania,2008,Total organic carbon(as total C or COD/3) (TOC),20194200
Romania,2008,Total phosphorus,971030
Romania,2008,Trichloroethylene (TRI),167
Romania,2008,Trichloromethane,4914.4
Romania,2008,Zinc and compounds (as Zn),56985
Romania,2009,"1,2-dichloroethane (DCE-1,2)",430
Romania,2009,Arsenic and compounds (as As),15.5
Romania,2009,Cadmium and compounds (as Cd),1161.55
Romania,2009,Chlorides (as total Cl),236260000
Romania,2009,Chromium and compounds (as Cr),6922.5
Romania,2009,Copper and compounds (as Cu),28522
Romania,2009,Cyanides (as total CN),6511
Romania,2009,Fluorides (as total F),3000
Romania,2009,Lead and compounds (as Pb),4538
Romania,2009,Mercury and compounds (as Hg),419
Romania,2009,Nickel and compounds (as Ni),9870.4
Romania,2009,Nonylphenol and Nonylphenol ethoxylates,2
Romania,2009,Phenols (as total C),9318.9
Romania,2009,Tetrachloromethane (TCM),1.12
Romania,2009,Total nitrogen,9586400
Romania,2009,Total organic carbon(as total C or COD/3) (TOC),17162100
Romania,2009,Total phosphorus,892190
Romania,2009,Trichloroethylene (TRI),26
Romania,2009,Zinc and compounds (as Zn),31509
Romania,2010,"1,2-dichloroethane (DCE-1,2)",141
Romania,2010,Arsenic and compounds (as As),8.36
Romania,2010,Cadmium and compounds (as Cd),1719
Romania,2010,Chlorides (as total Cl),237410000
Romania,2010,Chromium and compounds (as Cr),6657.5
Romania,2010,Copper and compounds (as Cu),80553.6
Romania,2010,Cyanides (as total CN),1831.7
Romania,2010,Lead and compounds (as Pb),5426.8
Romania,2010,Mercury and compounds (as Hg),311.18
Romania,2010,Nickel and compounds (as Ni),10100.1
Romania,2010,Nonylphenol and Nonylphenol ethoxylates,1.25
Romania,2010,Phenols (as total C),5046.9
Romania,2010,Total nitrogen,9453600
Romania,2010,Total organic carbon(as total C or COD/3) (TOC),17082900
Romania,2010,Total phosphorus,916770
Romania,2010,Zinc and compounds (as Zn),73685
Romania,2011,"1,2-dichloroethane (DCE-1,2)",66.5
Romania,2011,Arsenic and compounds (as As),6.53
Romania,2011,Cadmium and compounds (as Cd),516.99
Romania,2011,Chlorides (as total Cl),214470000
Romania,2011,Chromium and compounds (as Cr),6008.9
Romania,2011,Copper and compounds (as Cu),36164.7
Romania,2011,Cyanides (as total CN),1725
Romania,2011,Lead and compounds (as Pb),6153.7
Romania,2011,Mercury and compounds (as Hg),135.91
Romania,2011,Nickel and compounds (as Ni),12686.5
Romania,2011,Phenols (as total C),4700
Romania,2011,Total nitrogen,7438300
Romania,2011,Total organic carbon(as total C or COD/3) (TOC),13042400
Romania,2011,Total phosphorus,798000
Romania,2011,Zinc and compounds (as Zn),70926
Romania,2012,"1,2-dichloroethane (DCE-1,2)",220
Romania,2012,Cadmium and compounds (as Cd),1605
Romania,2012,Chlorides (as total Cl),167160000
Romania,2012,Chromium and compounds (as Cr),7006.7
Romania,2012,Copper and compounds (as Cu),20960
Romania,2012,Cyanides (as total CN),1780
Romania,2012,Lead and compounds (as Pb),7476.5
Romania,2012,Mercury and compounds (as Hg),115.6
Romania,2012,Nickel and compounds (as Ni),4193.8
Romania,2012,Phenols (as total C),7764.6
Romania,2012,Polycyclic aromatic hydrocarbons (PAHs),103
Romania,2012,Total nitrogen,7470900
Romania,2012,Total organic carbon(as total C or COD/3) (TOC),9931100
Romania,2012,Total phosphorus,793370
Romania,2012,Zinc and compounds (as Zn),46908
Romania,2013,"1,2-dichloroethane (DCE-1,2)",102.3
Romania,2013,Cadmium and compounds (as Cd),555
Romania,2013,Chlorides (as total Cl),198850000
Romania,2013,Chromium and compounds (as Cr),6368.5
Romania,2013,Copper and compounds (as Cu),41317
Romania,2013,Cyanides (as total CN),3380.3
Romania,2013,Di-(2-ethyl hexyl) phthalate (DEHP),83
Romania,2013,Dichloromethane (DCM),105
Romania,2013,Lead and compounds (as Pb),1552.4
Romania,2013,Lindane,1.3
Romania,2013,Mercury and compounds (as Hg),43.75
Romania,2013,Nickel and compounds (as Ni),4492.1
Romania,2013,Phenols (as total C),14814.6
Romania,2013,Polycyclic aromatic hydrocarbons (PAHs),457
Romania,2013,Tetrachloroethylene,57
Romania,2013,Total nitrogen,10779700
Romania,2013,Total organic carbon(as total C or COD/3) (TOC),15362800
Romania,2013,Total phosphorus,943050
Romania,2013,Trichloroethylene (TRI),57
Romania,2013,Trichloromethane,377
Romania,2013,Zinc and compounds (as Zn),52757
Romania,2014,Cadmium and compounds (as Cd),578
Romania,2014,Chlorides (as total Cl),248920000
Romania,2014,Chromium and compounds (as Cr),3317
Romania,2014,Copper and compounds (as Cu),39803
Romania,2014,Cyanides (as total CN),8237.8
Romania,2014,Di-(2-ethyl hexyl) phthalate (DEHP),110
Romania,2014,Lead and compounds (as Pb),3284.5
Romania,2014,Lindane,1.29
Romania,2014,Mercury and compounds (as Hg),39.54
Romania,2014,Nickel and compounds (as Ni),4622.3
Romania,2014,Phenols (as total C),21725.5
Romania,2014,Total nitrogen,10718900
Romania,2014,Total organic carbon(as total C or COD/3) (TOC),18768700
Romania,2014,Total phosphorus,1061020
Romania,2014,Zinc and compounds (as Zn),48587
Romania,2015,Cadmium and compounds (as Cd),174
Romania,2015,Chlorides (as total Cl),258640000
Romania,2015,Chromium and compounds (as Cr),4018.8
Romania,2015,Copper and compounds (as Cu),9577
Romania,2015,Cyanides (as total CN),3582
Romania,2015,Di-(2-ethyl hexyl) phthalate (DEHP),860
Romania,2015,Lead and compounds (as Pb),2834.6
Romania,2015,Lindane,1.41
Romania,2015,Mercury and compounds (as Hg),34.2
Romania,2015,Nickel and compounds (as Ni),3888
Romania,2015,Phenols (as total C),19281.5
Romania,2015,Total nitrogen,9794000
Romania,2015,Total organic carbon(as total C or COD/3) (TOC),17735100
Romania,2015,Total phosphorus,968240
Romania,2015,Zinc and compounds (as Zn),43076
Romania,2016,Cadmium and compounds (as Cd),86
Romania,2016,Chlorides (as total Cl),265370000
Romania,2016,Chromium and compounds (as Cr),4680.3
Romania,2016,Copper and compounds (as Cu),25659.6
Romania,2016,Cyanides (as total CN),3687.5
Romania,2016,Di-(2-ethyl hexyl) phthalate (DEHP),2540
Romania,2016,Lead and compounds (as Pb),1627.3
Romania,2016,Lindane,1.3
Romania,2016,Mercury and compounds (as Hg),24.8
Romania,2016,Nickel and compounds (as Ni),3777.7
Romania,2016,Phenols (as total C),18476
Romania,2016,Total nitrogen,8505100
Romania,2016,Total organic carbon(as total C or COD/3) (TOC),16675200
Romania,2016,Total phosphorus,886490
Romania,2016,Zinc and compounds (as Zn),52492
Romania,2017,Arsenic and compounds (as As),13.3
Romania,2017,Cadmium and compounds (as Cd),32.3
Romania,2017,Chlorides (as total Cl),321390000
Romania,2017,Chromium and compounds (as Cr),3639.2
Romania,2017,Copper and compounds (as Cu),30802.5
Romania,2017,Cyanides (as total CN),4182
Romania,2017,Di-(2-ethyl hexyl) phthalate (DEHP),2960
Romania,2017,Lead and compounds (as Pb),975.2
Romania,2017,Lindane,1.15
Romania,2017,Mercury and compounds (as Hg),21.7
Romania,2017,Nickel and compounds (as Ni),4042.4
Romania,2017,Phenols (as total C),39007.4
Romania,2017,Total nitrogen,8668600
Romania,2017,Total organic carbon(as total C or COD/3) (TOC),16547700
Romania,2017,Total phosphorus,776160
Romania,2017,Zinc and compounds (as Zn),51261
Romania,2018,Arsenic and compounds (as As),8.5
Romania,2018,Cadmium and compounds (as Cd),20
Romania,2018,Chlorides (as total Cl),328820000
Romania,2018,Chromium and compounds (as Cr),4165.9
Romania,2018,Copper and compounds (as Cu),18968.7
Romania,2018,Cyanides (as total CN),7455
Romania,2018,Di-(2-ethyl hexyl) phthalate (DEHP),968
Romania,2018,Fluorides (as total F),3570
Romania,2018,Lead and compounds (as Pb),1976.3
Romania,2018,Lindane,1.27
Romania,2018,Mercury and compounds (as Hg),18
Romania,2018,Nickel and compounds (as Ni),4245.7
Romania,2018,Phenols (as total C),12274.7
Romania,2018,Total nitrogen,7423600
Romania,2018,Total organic carbon(as total C or COD/3) (TOC),13713400
Romania,2018,Total phosphorus,592850
Romania,2018,Zinc and compounds (as Zn),45309
Romania,2019,Arsenic and compounds (as As),88.7
Romania,2019,Cadmium and compounds (as Cd),34
Romania,2019,Chlorides (as total Cl),243280000
Romania,2019,Chromium and compounds (as Cr),2972
Romania,2019,Copper and compounds (as Cu),16128
Romania,2019,Cyanides (as total CN),7408
Romania,2019,Di-(2-ethyl hexyl) phthalate (DEHP),1340
Romania,2019,Lead and compounds (as Pb),1321
Romania,2019,Lindane,1.1
Romania,2019,Mercury and compounds (as Hg),34.09
Romania,2019,Nickel and compounds (as Ni),3435.3
Romania,2019,Phenols (as total C),10642.8
Romania,2019,Total nitrogen,7083800
Romania,2019,Total organic carbon(as total C or COD/3) (TOC),14507000
Romania,2019,Total phosphorus,607620
Romania,2019,Zinc and compounds (as Zn),57833
Romania,2020,Arsenic and compounds (as As),5.3
Romania,2020,Cadmium and compounds (as Cd),11
Romania,2020,Chlorides (as total Cl),112460000
Romania,2020,Chromium and compounds (as Cr),2370.2
Romania,2020,Copper and compounds (as Cu),23594
Romania,2020,Cyanides (as total CN),6605
Romania,2020,Di-(2-ethyl hexyl) phthalate (DEHP),466
Romania,2020,Lead and compounds (as Pb),827.2
Romania,2020,Mercury and compounds (as Hg),13.47
Romania,2020,Nickel and compounds (as Ni),2826.1
Romania,2020,Phenols (as total C),9612.2
Romania,2020,Total nitrogen,6995600
Romania,2020,Total organic carbon(as total C or COD/3) (TOC),13241700
Romania,2020,Total phosphorus,635210
Romania,2020,Trichloromethane,18.3
Romania,2020,Zinc and compounds (as Zn),59978
Romania,2021,Arsenic and compounds (as As),5.79
Romania,2021,Cadmium and compounds (as Cd),9
Romania,2021,Chlorides (as total Cl),148840000
Romania,2021,Chromium and compounds (as Cr),2517.9
Romania,2021,Copper and compounds (as Cu),13188.2
Romania,2021,Cyanides (as total CN),2206
Romania,2021,Di-(2-ethyl hexyl) phthalate (DEHP),688
Romania,2021,Lead and compounds (as Pb),1313.8
Romania,2021,Mercury and compounds (as Hg),28.24
Romania,2021,Nickel and compounds (as Ni),4895
Romania,2021,Phenols (as total C),9518.6
Romania,2021,Total nitrogen,7317500
Romania,2021,Total organic carbon(as total C or COD/3) (TOC),18371800
Romania,2021,Total phosphorus,677760
Romania,2021,Zinc and compounds (as Zn),46486
Slovakia,2007,"1,2-dichloroethane (DCE-1,2)",3590
Slovakia,2007,Anthracene,7
Slovakia,2007,Arsenic and compounds (as As),83.8
Slovakia,2007,Atrazine,1.26
Slovakia,2007,Cadmium and compounds (as Cd),225.52
Slovakia,2007,Chlorides (as total Cl),34150000
Slovakia,2007,Chromium and compounds (as Cr),627
Slovakia,2007,Copper and compounds (as Cu),208.7
Slovakia,2007,Cyanides (as total CN),778
Slovakia,2007,Di-(2-ethyl hexyl) phthalate (DEHP),660.64
Slovakia,2007,Fluorides (as total F),274970
Slovakia,2007,Halogenated organic compounds (as AOX),87780
Slovakia,2007,Lead and compounds (as Pb),386
Slovakia,2007,Mercury and compounds (as Hg),285.47
Slovakia,2007,Nickel and compounds (as Ni),206
Slovakia,2007,Nonylphenol and Nonylphenol ethoxylates,4.64
Slovakia,2007,Organotin compounds (as total Sn),107
Slovakia,2007,Pentachlorophenol (PCP),10.7
Slovakia,2007,Phenols (as total C),4698
Slovakia,2007,Polychlorinated biphenyls (PCBs),0.2
Slovakia,2007,Polycyclic aromatic hydrocarbons (PAHs),84.77
Slovakia,2007,Tetrachloroethylene,48
Slovakia,2007,Total nitrogen,2807200
Slovakia,2007,Total organic carbon(as total C or COD/3) (TOC),4506300
Slovakia,2007,Total phosphorus,238010
Slovakia,2007,Trichloroethylene (TRI),227
Slovakia,2007,Trichloromethane,247
Slovakia,2007,Zinc and compounds (as Zn),3943
Slovakia,2008,"1,2-dichloroethane (DCE-1,2)",2830
Slovakia,2008,Arsenic and compounds (as As),64.5
Slovakia,2008,Cadmium and compounds (as Cd),220.71
Slovakia,2008,Chlorides (as total Cl),33480000
Slovakia,2008,"Chloro-alkanes, C10-C13",49.4
Slovakia,2008,Chromium and compounds (as Cr),646
Slovakia,2008,Copper and compounds (as Cu),3021
Slovakia,2008,Cyanides (as total CN),635
Slovakia,2008,Di-(2-ethyl hexyl) phthalate (DEHP),37.25
Slovakia,2008,Fluorides (as total F),221490
Slovakia,2008,Halogenated organic compounds (as AOX),130150
Slovakia,2008,Lead and compounds (as Pb),169
Slovakia,2008,Mercury and compounds (as Hg),211.63
Slovakia,2008,Nickel and compounds (as Ni),116.7
Slovakia,2008,Nonylphenol and Nonylphenol ethoxylates,3.91
Slovakia,2008,Organotin compounds (as total Sn),141
Slovakia,2008,Pentachlorophenol (PCP),6
Slovakia,2008,Phenols (as total C),6579
Slovakia,2008,Polychlorinated biphenyls (PCBs),0.2
Slovakia,2008,Polycyclic aromatic hydrocarbons (PAHs),68.06
Slovakia,2008,Tetrachloroethylene,45.5
Slovakia,2008,Tetrachloromethane (TCM),27.9
Slovakia,2008,Total nitrogen,2766000
Slovakia,2008,Total organic carbon(as total C or COD/3) (TOC),4438100
Slovakia,2008,Total phosphorus,249820
Slovakia,2008,Trichloroethylene (TRI),152.5
Slovakia,2008,Trichloromethane,146
Slovakia,2008,Zinc and compounds (as Zn),2532
Slovakia,2009,"1,2-dichloroethane (DCE-1,2)",329
Slovakia,2009,"1,2,3,4,5,6-hexachlorocyclohexane (HCH)",1.5
Slovakia,2009,Arsenic and compounds (as As),131.94
Slovakia,2009,Cadmium and compounds (as Cd),160.87
Slovakia,2009,Chlorides (as total Cl),27020000
Slovakia,2009,Chromium and compounds (as Cr),1276
Slovakia,2009,Copper and compounds (as Cu),263.1
Slovakia,2009,Cyanides (as total CN),1210
Slovakia,2009,Di-(2-ethyl hexyl) phthalate (DEHP),159.7
Slovakia,2009,Fluoranthene,1.5
Slovakia,2009,Fluorides (as total F),206230
Slovakia,2009,Halogenated organic compounds (as AOX),54640
Slovakia,2009,Lead and compounds (as Pb),89.2
Slovakia,2009,Mercury and compounds (as Hg),264.68
Slovakia,2009,Nickel and compounds (as Ni),103.5
Slovakia,2009,Nonylphenol and Nonylphenol ethoxylates,4.51
Slovakia,2009,PCDD + PCDF (dioxins + furans) (as Teq),14.1
Slovakia,2009,Phenols (as total C),3155
Slovakia,2009,Polychlorinated biphenyls (PCBs),0.411
Slovakia,2009,Polycyclic aromatic hydrocarbons (PAHs),35.44
Slovakia,2009,Total nitrogen,3132500
Slovakia,2009,Total organic carbon(as total C or COD/3) (TOC),4949800
Slovakia,2009,Total phosphorus,242610
Slovakia,2009,Tributyltin and compounds,12.9
Slovakia,2009,Trichloroethylene (TRI),114
Slovakia,2009,Trichloromethane,214
Slovakia,2009,Triphenyltin and compounds,1.97
Slovakia,2009,Zinc and compounds (as Zn),2112
Slovakia,2010,"1,2-dichloroethane (DCE-1,2)",485
Slovakia,2010,Arsenic and compounds (as As),295.5
Slovakia,2010,Benzene,227
Slovakia,2010,Cadmium and compounds (as Cd),170.6
Slovakia,2010,Chlorides (as total Cl),27620000
Slovakia,2010,"Chloro-alkanes, C10-C13",1.7
Slovakia,2010,Chromium and compounds (as Cr),895.5
Slovakia,2010,Copper and compounds (as Cu),511.8
Slovakia,2010,Cyanides (as total CN),1730
Slovakia,2010,Di-(2-ethyl hexyl) phthalate (DEHP),90
Slovakia,2010,Ethylene oxide,17
Slovakia,2010,Fluoranthene,10.8
Slovakia,2010,Fluorides (as total F),198300
Slovakia,2010,Halogenated organic compounds (as AOX),55740
Slovakia,2010,Hexabromobiphenyl,8.48
Slovakia,2010,Hexachlorobutadiene (HCBD),17
Slovakia,2010,Lead and compounds (as Pb),26
Slovakia,2010,Mercury and compounds (as Hg),398.02
Slovakia,2010,Naphthalene,28.2
Slovakia,2010,Nickel and compounds (as Ni),50.8
Slovakia,2010,Nonylphenol and Nonylphenol ethoxylates,21.65
Slovakia,2010,Octylphenols and Octylphenol ethoxylates,17
Slovakia,2010,PCDD + PCDF (dioxins + furans) (as Teq),0.165
Slovakia,2010,Pentachlorobenzene,170
Slovakia,2010,Pentachlorophenol (PCP),17
Slovakia,2010,Phenols (as total C),1744
Slovakia,2010,Polychlorinated biphenyls (PCBs),0.2
Slovakia,2010,Polycyclic aromatic hydrocarbons (PAHs),38.1
Slovakia,2010,Tetrachloromethane (TCM),1.7
Slovakia,2010,Total nitrogen,3230400
Slovakia,2010,Total organic carbon(as total C or COD/3) (TOC),5143000
Slovakia,2010,Total phosphorus,228850
Slovakia,2010,Toxaphene,14
Slovakia,2010,Tributyltin and compounds,8.5
Slovakia,2010,Trichlorobenzenes (TCB),67.5
Slovakia,2010,Trichloroethylene (TRI),214
Slovakia,2010,Trichloromethane,275
Slovakia,2010,Triphenyltin and compounds,8.5
Slovakia,2010,Zinc and compounds (as Zn),2934
Slovakia,2011,"1,2-dichloroethane (DCE-1,2)",337
Slovakia,2011,Anthracene,7.08
Slovakia,2011,Arsenic and compounds (as As),183.71
Slovakia,2011,"Benzo(g,h,i)perylene",5.93
Slovakia,2011,Cadmium and compounds (as Cd),130.5
Slovakia,2011,Chlorides (as total Cl),25440000
Slovakia,2011,Chromium and compounds (as Cr),298
Slovakia,2011,Copper and compounds (as Cu),302.8
Slovakia,2011,Cyanides (as total CN),947
Slovakia,2011,Di-(2-ethyl hexyl) phthalate (DEHP),100.03
Slovakia,2011,Fluoranthene,5.93
Slovakia,2011,Fluorides (as total F),225830
Slovakia,2011,Halogenated organic compounds (as AOX),33990
Slovakia,2011,Hexabromobiphenyl,0.143
Slovakia,2011,Hexachlorobutadiene (HCBD),14.3
Slovakia,2011,Lead and compounds (as Pb),58
Slovakia,2011,Mercury and compounds (as Hg),487.18
Slovakia,2011,Naphthalene,11
Slovakia,2011,Nickel and compounds (as Ni),216.6
Slovakia,2011,Nonylphenol and Nonylphenol ethoxylates,14.3
Slovakia,2011,Octylphenols and Octylphenol ethoxylates,14.3
Slovakia,2011,PCDD + PCDF (dioxins + furans) (as Teq),0.007
Slovakia,2011,Phenols (as total C),1423
Slovakia,2011,Polychlorinated biphenyls (PCBs),0.591
Slovakia,2011,Polycyclic aromatic hydrocarbons (PAHs),32.22
Slovakia,2011,Total nitrogen,2945000
Slovakia,2011,Total organic carbon(as total C or COD/3) (TOC),3899100
